condition,ra,n_bis,inclusion_code,immediacy_code,bi_desc,principal_beneficiaries,reasoning
1642586;uni_inc_adv-ext_dir_int-c,2,1,advantaged,direct,"The conference provided advanced training in recently developed mathematical methods to over 50 participants, mostly advanced PhD students and early career mathematicians.",Advanced PhD students and early career mathematicians,"The primary beneficiaries are explicitly mentioned as advanced PhD students and early career mathematicians, who are typically considered advantaged groups in the context of academic and professional development."
1643346;adv_inc_uni-dir_int_ext-c,1,3,universal,intrinsic,"The project aims to produce novel methods for reducing biting insects, which could reduce the incidence of diseases like Zika and West Nile in humans and equine encephalitis in horses.","The primary beneficiaries are humans, companion animals, and livestock, as well as individuals who enjoy outdoor recreational activities.",The broader impact is universal because it aims to benefit a wide range of people and animals by reducing the incidence of diseases caused by biting insects.
1643346;adv_inc_uni-dir_int_ext-c,1,3,universal,intrinsic,"The I-Corps experience provided a greater understanding of the link between arthropod behavioral ecology and microbial communication pathways, leading to novel methods for suppressing pathogen transmission.",The primary beneficiaries are researchers and the general public who will benefit from reduced disease transmission.,The broader impact is universal because it aims to benefit a wide range of people by reducing disease transmission through novel research methods.
1643346;adv_inc_uni-dir_int_ext-c,1,3,advantaged,extrinsic,"The customer-discovery process involved 136 interviews with end users, companies, state and federal institutions, and universities to refine the business model canvas.",The primary beneficiaries are the researchers and companies involved in the development and refinement of the repellent products.,The broader impact is advantaged because it primarily benefits researchers and companies involved in the commercial development of the products.
1643346;adv_inc_uni-dir_int_ext-c,2,4,universal,intrinsic,"The project aims to produce novel methods for reducing biting insects, which could protect humans, companion animals, and livestock from diseases such as Zika and West Nile.","Humans, companion animals, and livestock. This is inferred from the text mentioning protection against diseases and harm.",The broader impact is universal as it aims to benefit anyone who could be affected by biting insects and related diseases.
1643346;adv_inc_uni-dir_int_ext-c,2,4,universal,intrinsic,The project includes the development of 'green' repellents and traps that do not rely on insecticides.,Environment and general public. This is inferred from the text mentioning a 'green' approach.,The broader impact is universal as it aims to provide an environmentally friendly solution that benefits the general public.
1643346;adv_inc_uni-dir_int_ext-c,2,4,advantaged,direct,"The I-Corps experience provided insights into arthropod behavioral ecology and microbial communication pathways, leading to potential new research areas.",Scientific community. This is inferred from the text mentioning new research areas.,The broader impact is advantaged as it primarily benefits the scientific community by opening new research avenues.
1643346;adv_inc_uni-dir_int_ext-c,2,4,universal,extrinsic,"The customer-discovery process involved 136 interviews with end users, companies, and institutions to refine the business model.","End users, companies, and institutions. This is explicitly mentioned in the text.",The broader impact is universal as it involves gathering insights from a wide range of stakeholders.
1643346;adv_uni_inc-ext_dir_int-a,1,3,universal,intrinsic,"The project aims to develop novel methods for reducing biting insects, which could reduce the incidence of diseases such as Zika and West Nile in humans and equine encephalitis in horses.","Humans, companion animals, and livestock, explicitly mentioned in the text.",The broader impact is universal as it aims to benefit a wide range of individuals and animals by reducing disease incidence.
1643346;adv_uni_inc-ext_dir_int-a,1,3,universal,intrinsic,The project also aims to create repellents and traps that are environmentally friendly and do not rely on insecticides.,"Individuals who enjoy outdoor recreational activities, pets, and livestock, explicitly mentioned in the text.",The broader impact is universal as it targets a broad audience including outdoor enthusiasts and animal owners.
1643346;adv_uni_inc-ext_dir_int-a,1,3,advantaged,direct,"The I-Corps experience provided insights into arthropod behavioral ecology and microbial communication pathways, leading to potential new research areas and methods for suppressing pathogen transmission.","Researchers and the scientific community, inferred from the context.",The broader impact is advantaged as it primarily benefits researchers and advances scientific knowledge.
1643346;adv_uni_inc-ext_dir_int-a,2,3,universal,intrinsic,"The project aims to develop novel methods for reducing biting insects, which could reduce the incidence of diseases such as Zika and West Nile in humans and equine encephalitis in horses.","The primary beneficiaries are humans, companion animals, and livestock, as well as individuals who enjoy outdoor recreational activities.",The broader impact is universal because it aims to benefit a wide range of people and animals by reducing the incidence of diseases transmitted by biting insects.
1643346;adv_uni_inc-ext_dir_int-a,2,3,advantaged,intrinsic,"The I-Corps experience provided insights into arthropod behavioral ecology and microbial communication pathways, potentially leading to novel methods for suppressing pathogen transmission.",The primary beneficiaries are researchers and scientists who will gain new knowledge and potential methods for disease prevention.,The broader impact is advantaged because it primarily benefits researchers and scientists by advancing scientific knowledge and methods.
1643346;adv_uni_inc-ext_dir_int-a,2,3,advantaged,extrinsic,"The customer-discovery process involved 136 interviews with end users, companies, state and federal institutions, and universities to refine the Value Propositions and business model canvas.",The primary beneficiaries are the project team and stakeholders involved in the customer-discovery process.,The broader impact is extrinsic because the customer-discovery process is separate from the main research project but helps refine the business model.
1643346;uni_inc_adv-int_dir_ext-b,1,4,universal,intrinsic,"The production of novel methods for reducing biting insects causing harm to humans, companion animals, and livestock, including the development of novel repellents or traps.","Humans, companion animals, and livestock, as well as individuals who enjoy outdoor recreational activities.",The broader impact is universal as it aims to benefit a wide range of individuals and animals by reducing the incidence of diseases transmitted by biting insects.
1643346;uni_inc_adv-int_dir_ext-b,1,4,advantaged,intrinsic,"The I-Corps experience provided a greater understanding of the link between arthropod behavioral ecology and microbial communication pathways, leading to novel methods for suppressing pathogen transmission.",Researchers and potentially the general public through reduced disease transmission.,"The broader impact is advantaged as it primarily benefits researchers by advancing scientific knowledge, but also has potential universal benefits through reduced disease transmission."
1643346;uni_inc_adv-int_dir_ext-b,1,4,universal,intrinsic,Preventing communication between S. epidermidis cells resulted in a 50% reduction of mosquito attraction to a blood-meal.,Humans at risk of mosquito-borne diseases.,"The broader impact is universal as it aims to reduce mosquito-borne diseases, benefiting anyone at risk."
1643346;uni_inc_adv-int_dir_ext-b,1,4,universal,direct,Many compounds produced by bacteria that inhibit quorum sensing have been synthesized and are approved for use by the FDA for various health issues.,Individuals with health issues treatable by these compounds.,The broader impact is universal as it benefits anyone with health issues that can be treated by these compounds.
1643346;uni_inc_adv-int_dir_ext-b,2,4,universal,intrinsic,"The project aims to develop novel methods for reducing biting insects, which can protect humans, companion animals, and livestock from diseases such as Zika and West Nile.","Humans, companion animals, and livestock. This is explicitly mentioned in the text.",The broader impact is universal as it aims to benefit a wide range of individuals and animals by reducing the incidence of diseases transmitted by biting insects.
1643346;uni_inc_adv-int_dir_ext-b,2,4,universal,intrinsic,The project also aims to produce novel repellents and traps that are environmentally friendly and do not rely on insecticides.,"Individuals who enjoy outdoor recreational activities, pets, and livestock. This is explicitly mentioned in the text.",The broader impact is universal as it aims to benefit a wide range of individuals and animals by providing environmentally friendly solutions.
1643346;uni_inc_adv-int_dir_ext-b,2,4,advantaged,intrinsic,"The project provided a greater understanding of the link between arthropod behavioral ecology and microbial communication pathways, potentially leading to new research areas and methods for suppressing pathogen transmission.",Researchers and scientists. This is inferred from the text.,The broader impact is advantaged as it primarily benefits researchers and scientists by opening new research areas.
1643346;uni_inc_adv-int_dir_ext-b,2,4,advantaged,extrinsic,"The customer-discovery process involved 136 interviews with end users, companies, state and federal institutions, and universities to refine the business model and value propositions.","End users, companies, state and federal institutions, and universities. This is explicitly mentioned in the text.","The broader impact is advantaged as it primarily benefits companies, institutions, and universities by refining the business model and value propositions."
1643614;inc_adv_uni-int_ext_dir-a,1,1,universal,intrinsic,Non-technical people may be able to teach robots or virtual agents to perform complex tasks without requiring them to explicitly program the desired behavior.,Non-technical people,The broader impact is that non-technical people will benefit from being able to teach robots or virtual agents complex tasks without needing programming skills.
1643614;inc_adv_uni-int_ext_dir-a,2,1,universal,intrinsic,Non-technical people may be able to teach robots or virtual agents to perform complex tasks without requiring them to explicitly program the desired behavior.,Non-technical people,The broader impact is that non-technical individuals will benefit from being able to teach robots or virtual agents without needing programming skills.
1643614;inc_uni_adv-dir_ext_int-b,1,1,universal,intrinsic,Non-technical people may be able to teach robots or virtual agents to perform complex tasks without requiring them to explicitly program the desired behavior.,Non-technical people,The broader impact is that non-technical people will benefit from the ability to teach robots or virtual agents without needing programming skills.
1643614;inc_uni_adv-dir_ext_int-b,2,1,universal,intrinsic,Non-technical people may be able to teach robots or virtual agents to perform complex tasks without requiring them to explicitly program the desired behavior.,Non-technical people,The broader impact is that non-technical individuals can benefit from the ability to teach robots or virtual agents without needing programming skills.
1643614;uni_inc_adv-int_ext_dir-c,1,1,universal,intrinsic,Non-technical people may be able to teach robots or virtual agents to perform complex tasks without requiring them to explicitly program the desired behavior.,Non-technical people,The broader impact is that non-technical individuals will benefit from being able to teach robots or virtual agents without needing programming skills.
1643614;uni_inc_adv-int_ext_dir-c,2,1,universal,intrinsic,Non-technical people may be able to teach robots or virtual agents to perform complex tasks without requiring them to explicitly program the desired behavior.,"Non-technical people, inferred from the description of non-expert humans designing curricula.",The broader impact is that non-technical people will benefit from being able to teach robots or virtual agents more easily.
1643985;adv_inc_uni-dir_ext_int-a,1,3,universal,intrinsic,"Enabling the reach of a low-cost, unified, interactive and expansive cloud-based platform for MEMS and microsystem design to the general public, thereby paving ways for better entrepreneurship, education, and training.","The general public, entrepreneurs, educators, and trainees.","The platform is intended to be accessible to the general public, which includes a wide range of potential users."
1643985;adv_inc_uni-dir_ext_int-a,1,3,inclusive,extrinsic,"Educational, training, and outreach activities envisioned by this project will include development of experimental and gaming platforms for high school students from minority and underrepresented groups.",High school students from minority and underrepresented groups.,The activities specifically target minority and underrepresented high school students.
1643985;adv_inc_uni-dir_ext_int-a,1,3,advantaged,direct,"This project will lead to development of new curriculum for higher education and human resource development in the rapidly emerging scientific areas of micro- and nano-manufacturing, sensors and actuators, and such.",Higher education institutions and students.,The new curriculum will primarily benefit higher education institutions and their students.
1643985;adv_inc_uni-dir_ext_int-a,2,3,universal,intrinsic,"Enabling the reach of a low-cost, unified, interactive and expansive cloud-based platform for MEMS and microsystem design to the general public, thereby paving ways for better entrepreneurship, education, and training.","General public, entrepreneurs, educators, and trainees.","The platform is designed to be accessible to the general public, which includes a wide range of potential users."
1643985;adv_inc_uni-dir_ext_int-a,2,3,inclusive,extrinsic,"Educational, training, and outreach activities envisioned by this project will include development of experimental and gaming platforms for high school students from minority and underrepresented groups.",High school students from minority and underrepresented groups.,The outreach activities specifically target minority and underrepresented high school students.
1643985;adv_inc_uni-dir_ext_int-a,2,3,advantaged,direct,"This project will lead to development of new curriculum for higher education and human resource development in the rapidly emerging scientific areas of micro- and nano-manufacturing, sensors and actuators.",Higher education students and professionals in emerging scientific areas.,The development of new curriculum and human resource development primarily benefits students and professionals in higher education.
1643985;adv_inc_uni-int_dir_ext-c,1,3,universal,intrinsic,"Enabling the reach of a low-cost, unified, interactive and expansive cloud-based platform for MEMS and microsystem design to the general public, thereby paving ways for better entrepreneurship, education, and training.","General public, entrepreneurs, educators, and trainees.","The platform is intended to be accessible to the general public, which includes a wide range of potential users."
1643985;adv_inc_uni-int_dir_ext-c,1,3,inclusive,extrinsic,"Educational, training, and outreach activities envisioned by this project will include development of experimental and gaming platforms for high school students from minority and underrepresented groups.",High school students from minority and underrepresented groups.,The activities specifically target minority and underrepresented high school students.
1643985;adv_inc_uni-int_dir_ext-c,1,3,advantaged,direct,"This project will lead to development of new curriculum for higher education and human resource development in the rapidly emerging scientific areas of micro- and nano-manufacturing, sensors and actuators, and such.",Higher education institutions and students.,The development of new curriculum benefits higher education institutions and their students.
1643985;adv_inc_uni-int_dir_ext-c,2,3,universal,intrinsic,"Enabling the reach of a low-cost, unified, interactive and expansive cloud-based platform for MEMS and microsystem design to the general public, thereby paving ways for better entrepreneurship, education, and training.","General public, entrepreneurs, educators, and trainees.","The platform is designed to be accessible to anyone, thus benefiting a wide range of people."
1643985;adv_inc_uni-int_dir_ext-c,2,3,inclusive,extrinsic,"Educational, training, and outreach activities envisioned by this project will include development of experimental and gaming platforms for high school students from minority and underrepresented groups.",High school students from minority and underrepresented groups.,"The activities specifically target minority and underrepresented groups, aiming to include them in STEM education."
1643985;adv_inc_uni-int_dir_ext-c,2,3,advantaged,direct,"This project will lead to development of new curriculum for higher education and human resource development in the rapidly emerging scientific areas of micro- and nano-manufacturing, sensors and actuators, and such.",Higher education institutions and students.,"The development of new curriculum benefits higher education institutions and students, who are generally considered advantaged groups."
1643985;inc_adv_uni-ext_dir_int-b,1,3,universal,intrinsic,"Enabling the reach of a low-cost, unified, interactive and expansive cloud-based platform for MEMS and microsystem design to the general public, thereby paving ways for better entrepreneurship, education, and training.","General public, including entrepreneurs, educators, and trainees. This is inferred from the description.","The cloud-based platform is intended to be accessible to anyone, thus benefiting a wide range of people."
1643985;inc_adv_uni-ext_dir_int-b,1,3,inclusive,extrinsic,"Educational, training, and outreach activities envisioned by this project will include development of experimental and gaming platforms for high school students from minority and underrepresented groups.",High school students from minority and underrepresented groups. This is explicitly mentioned.,The educational and training activities are specifically targeted at minority and underrepresented high school students.
1643985;inc_adv_uni-ext_dir_int-b,1,3,advantaged,direct,"This project will lead to development of new curriculum for higher education and human resource development in the rapidly emerging scientific areas of micro- and nano-manufacturing, sensors and actuators, and such.",Higher education institutions and students. This is inferred from the description.,The development of new curriculum and human resource development will primarily benefit higher education institutions and their students.
1643985;inc_adv_uni-ext_dir_int-b,2,3,universal,intrinsic,"Enabling the reach of a low-cost, unified, interactive and expansive cloud-based platform for MEMS and microsystem design to the general public, thereby paving ways for better entrepreneurship, education, and training.","General public, entrepreneurs, educators, and trainees. This is inferred from the description.","The platform aims to benefit a wide range of users including the general public, entrepreneurs, and educators, making it a universal impact."
1643985;inc_adv_uni-ext_dir_int-b,2,3,inclusive,extrinsic,"Educational, training, and outreach activities envisioned by this project will include development of experimental and gaming platforms for high school students from minority and underrepresented groups.",High school students from minority and underrepresented groups. This is explicitly mentioned.,"The activities specifically target minority and underrepresented high school students, making it an inclusive impact."
1643985;inc_adv_uni-ext_dir_int-b,2,3,universal,direct,"This project will lead to development of new curriculum for higher education and human resource development in the rapidly emerging scientific areas of micro- and nano-manufacturing, sensors and actuators, and such.",Higher education institutions and students. This is inferred from the description.,"The development of new curriculum benefits higher education institutions and students, making it a universal impact."
1644588;adv_inc_uni-int_dir_ext-c,1,2,advantaged,intrinsic,"The project establishes a quantitative analysis method to describe how knowledge of different forms can be combined with the information extracted directly from the data, which is critical for using machine learning in different engineering fields.",Engineers and professionals in various engineering fields who utilize machine learning.,"The broader impact is primarily beneficial to professionals in engineering fields, which are typically considered advantaged groups."
1644588;adv_inc_uni-int_dir_ext-c,1,2,advantaged,direct,The project impacts how we understand and teach machine learning by introducing methods to visualize and intuit the information flows in learning algorithms.,Students and educators in the field of machine learning.,"The broader impact benefits students and educators, who are generally considered advantaged groups within the academic and scientific community."
1644588;adv_inc_uni-int_dir_ext-c,2,2,advantaged,intrinsic,"The project establishes a quantitative analysis method to describe how knowledge of different forms can be combined with the information extracted directly from the data, which is critical for using machine learning in different engineering fields.",Engineers and professionals in various engineering fields who utilize machine learning.,"The broader impact is primarily beneficial to professionals in engineering fields, who are considered advantaged groups."
1644588;adv_inc_uni-int_dir_ext-c,2,2,advantaged,direct,The project impacts how we understand and teach machine learning by introducing methods to visualize and intuit the information flows in learning algorithms.,Educators and students in the field of machine learning.,"The broader impact benefits educators and students, who are part of the scientific and academic community, thus considered advantaged groups."
1644588;inc_uni_adv-dir_ext_int-a,1,2,advantaged,intrinsic,"The project establishes a quantitative analysis method to describe how knowledge of different forms can be combined with information extracted directly from the data, which is critical for using machine learning in different engineering fields.",Engineers and professionals in various engineering fields who utilize machine learning.,"The broader impact is aimed at improving the application of machine learning in engineering, which benefits professionals in those fields."
1644588;inc_uni_adv-dir_ext_int-a,1,2,advantaged,intrinsic,The project impacts how we understand and teach machine learning by introducing methods to visualize and intuit the information flows in learning algorithms.,Students and educators in the field of machine learning.,"The broader impact is focused on educational improvements in the field of machine learning, benefiting students and educators."
1644588;inc_uni_adv-dir_ext_int-a,2,2,advantaged,intrinsic,"The project establishes a quantitative analysis method to describe how knowledge of different forms can be combined with the information extracted directly from the data, which is critical for using machine learning in different engineering fields.",Engineers and professionals in various engineering fields who utilize machine learning.,"The broader impact primarily benefits professionals in engineering fields, who are typically considered advantaged groups."
1644588;inc_uni_adv-dir_ext_int-a,2,2,advantaged,intrinsic,The project impacts how we understand and teach machine learning by introducing methods to visualize and intuit the information flows in learning algorithms.,Educators and students in the field of machine learning.,"The broader impact benefits educators and students, who are generally considered advantaged groups in the context of higher education."
1644588;uni_inc_adv-ext_int_dir-b,1,2,advantaged,intrinsic,"The project establishes a quantitative analysis method to describe how knowledge of different forms can be combined with the information extracted directly from the data, which is critical for using machine learning in different engineering fields.",Engineers and professionals in various engineering fields who utilize machine learning.,"The broader impact is primarily beneficial to professionals in engineering fields, who are typically considered advantaged groups."
1644588;uni_inc_adv-ext_int_dir-b,1,2,advantaged,direct,The project impacts how we understand and teach machine learning by introducing methods to visualize and intuit the information flows in learning algorithms.,Students and educators in the field of machine learning.,"The broader impact benefits students and educators, who are generally considered advantaged groups."
1644588;uni_inc_adv-ext_int_dir-b,2,2,advantaged,intrinsic,"The project establishes a quantitative analysis method to describe how knowledge of different forms can be combined with the information extracted directly from the data, which is critical for using machine learning in different engineering fields.",Engineers and professionals in various engineering fields who utilize machine learning.,"The broader impact primarily benefits professionals in engineering fields, who are generally considered advantaged groups."
1644588;uni_inc_adv-ext_int_dir-b,2,2,advantaged,direct,The project impacts how we understand and teach machine learning by introducing methods to visualize and intuit the information flows in learning algorithms.,Students and educators in the field of machine learning.,"The broader impact benefits students and educators, who are generally considered advantaged groups."
1644613;uni_adv_inc-dir_int_ext-a,1,1,universal,intrinsic,"The team developed a business model for transitioning the lab-based prototype into a commercial product, targeting the sports performance, physical therapy, and medical diagnostics markets.","Players, athletic trainers, OEMs, and other stakeholders in the sports equipment market.",The broader impact involves commercializing a technology that can benefit various stakeholders in the sports and medical fields.
1644613;uni_adv_inc-dir_int_ext-a,2,1,inclusive,intrinsic,"The project aims to commercialize a flexible impact sensing platform for high school football helmets, potentially improving player safety.",High school football players and OEMs of football helmets. This is inferred from the text.,"The broader impact primarily benefits high school football players by enhancing their safety, and OEMs by providing a new product feature."
1644613;uni_inc_adv-dir_int_ext-b,1,1,universal,intrinsic,"The project aims to commercialize a flexible impact sensing platform for high school football helmets, potentially improving player safety.",High school football players and potentially other athletes using helmets.,"The broader impact focuses on improving safety for high school football players, who are a specific group within the broader athletic community."
1644613;uni_inc_adv-dir_int_ext-b,2,1,universal,intrinsic,"The project aims to commercialize a flexible impact sensing platform for high school football helmets, enhancing player safety.","High school football players, as inferred from the target market application.","The broader impact focuses on improving safety for high school football players, who are a specific group within the general population."
1644613;uni_inc_adv-int_dir_ext-c,1,2,inclusive,intrinsic,"The project aims to develop a flexible impact sensing platform for high school football helmets, which could enhance player safety by providing real-time impact data.","High school football players, as inferred from the target market application.","The broader impact focuses on improving safety for high school football players, who are a specific group within the general population."
1644613;uni_inc_adv-int_dir_ext-c,1,2,advantaged,direct,The project also involves training the team in technology commercialization through the NSF I-Corps Customer Discovery program.,"The project team, explicitly mentioned.","The training in technology commercialization directly benefits the project team, who are likely to be researchers or entrepreneurs."
1644613;uni_inc_adv-int_dir_ext-c,2,1,universal,intrinsic,"The project aims to commercialize a flexible impact sensing platform for high school football helmets, potentially enhancing player safety.",High school football players and helmet OEMs,"The primary beneficiaries are high school football players who will benefit from enhanced safety, and OEMs who will integrate the technology into their products."
1644828;inc_uni_adv-dir_ext_int-b,1,2,advantaged,direct,"This project has provided one postdoctoral fellow with an opportunity for professional training, and several undergraduate students and a visiting scholar with research experience.","Postdoctoral fellow, undergraduate students, and a visiting scholar.","The training and research experience provided to the postdoctoral fellow, undergraduate students, and visiting scholar directly benefit these individuals, who are typically considered advantaged groups in the context of academic research."
1644828;inc_uni_adv-dir_ext_int-b,1,2,universal,extrinsic,"The project results and methodology were disseminated to the public through public events, such as Submerge NYC Marine Science Festival and New York University Tandon Research Expo.",General public attending the events.,"Disseminating research findings to the public through events makes the information accessible to anyone, thus benefiting a broad audience."
1644828;inc_uni_adv-dir_ext_int-b,2,2,advantaged,direct,"This project provided one postdoctoral fellow with professional training, and several undergraduate students and a visiting scholar with research experience.","Postdoctoral fellow, undergraduate students, visiting scholar","The primary beneficiaries are individuals involved in the research project, who are typically considered advantaged groups."
1644828;inc_uni_adv-dir_ext_int-b,2,2,universal,extrinsic,"The project results and methodology were disseminated to the public through public events, such as Submerge NYC Marine Science Festival and New York University Tandon Research Expo.",General public,The dissemination of results to the public aims to benefit anyone interested in citizen science and environmental monitoring.
1644828;uni_inc_adv-dir_ext_int-a,1,2,advantaged,direct,"The project provided professional training for a postdoctoral fellow, research experience for undergraduate students and a visiting scholar, and exposed a graduate researcher, a postdoctoral fellow, and an undergraduate student to interdisciplinary research.","Postdoctoral fellow, undergraduate students, visiting scholar, graduate researcher","The broader impact primarily benefits individuals involved in the research, who are typically considered advantaged groups."
1644828;uni_inc_adv-dir_ext_int-a,1,2,universal,extrinsic,"The project results and methodology were disseminated to the public through public events, highlighting the importance of volunteers' contributions to citizen science and local environmental monitoring.","General public, citizen scientists","The broader impact aims to benefit the general public and citizen scientists, making it a universal benefit."
1644828;uni_inc_adv-dir_ext_int-a,2,2,advantaged,direct,"The project provided one postdoctoral fellow with professional training, and several undergraduate students and a visiting scholar with research experience.","Postdoctoral fellow, undergraduate students, and a visiting scholar.","The training and research experience provided to the postdoctoral fellow, undergraduate students, and visiting scholar are direct broader impacts as they are directly related to the research project."
1644828;uni_inc_adv-dir_ext_int-a,2,2,universal,extrinsic,"The project results and methodology were disseminated to the public through public events, such as Submerge NYC Marine Science Festival and New York University Tandon Research Expo.",General public attending the events.,Disseminating the project results and methodology to the public through events is an extrinsic broader impact as it is separate from the main intellectual merit of the research project.
1644828;uni_inc_adv-int_ext_dir-c,1,2,universal,extrinsic,"The project results and methodology were disseminated to the public through public events, such as Submerge NYC Marine Science Festival, New York University Tandon Research Expo.","The general public, especially those attending the public events.","The dissemination of project results to the public through events aims to educate and engage the general public, making the impact universal."
1644828;uni_inc_adv-int_ext_dir-c,1,2,advantaged,direct,"This project has provided one postdoctoral fellow with an opportunity for professional training, and several undergraduate students and a visiting scholar with research experience.","The postdoctoral fellow, undergraduate students, and visiting scholar involved in the project.","The training and research experience provided to the postdoctoral fellow, undergraduate students, and visiting scholar directly benefit these individuals, who are typically considered advantaged in the context of academic research."
1644828;uni_inc_adv-int_ext_dir-c,2,2,advantaged,direct,"The project provided professional training for a postdoctoral fellow, research experience for undergraduate students and a visiting scholar, and exposed a graduate researcher, a postdoctoral fellow, and an undergraduate student to interdisciplinary research.","Postdoctoral fellow, undergraduate students, visiting scholar, graduate researcher","The primary beneficiaries are individuals involved in the research, who are typically considered advantaged groups in the context of academic research."
1644828;uni_inc_adv-int_ext_dir-c,2,2,universal,extrinsic,"The project results and methodology were disseminated to the public through public events, highlighting the importance of volunteers' contributions to citizen science and efforts in monitoring local environments.","General public, citizen scientists","The dissemination of results and methodology to the public aims to benefit a broad audience, making it a universal impact."
1644976;adv_uni_inc-dir_ext_int-b,1,2,inclusive,intrinsic,"The conference aimed to create expansive, equity-oriented instructional strategies and models to support students' literacy learning in engineering and foster new interdisciplinary partnerships.","Educators, mentors, and students in formal, informal, and work settings, with a focus on underrepresented groups in engineering.",The broader impact focuses on creating inclusive educational strategies and fostering partnerships to support marginalized groups in engineering.
1644976;adv_uni_inc-dir_ext_int-b,1,2,advantaged,direct,"The conference sparked new research directions and collaborations, leading to successful NSF-funded proposals and continued professional engagements.","Conference attendees, including university faculty, graduate students, and other professionals.",The broader impact involves direct benefits to the professional development and research opportunities of conference attendees.
1644976;adv_uni_inc-dir_ext_int-b,2,3,inclusive,intrinsic,"The conference aimed to create expansive, equity-oriented instructional strategies and models to support students' literacy learning in engineering and foster new interdisciplinary partnerships between participants.","Educators, mentors, and students in engineering education, particularly those from marginalized groups.","The broader impact focuses on creating equitable learning pathways and supporting literacy in engineering, which primarily benefits marginalized groups."
1644976;adv_uni_inc-dir_ext_int-b,2,3,inclusive,intrinsic,"The conference led to the creation of a model activity for exploring literacy, engineering, and social justice, which was integrated into educational settings and made publicly available.","High school and college students, particularly those involved in engineering education.","The model activity directly supports educational practices and benefits students, making it an inclusive impact."
1644976;adv_uni_inc-dir_ext_int-b,2,3,advantaged,direct,"The conference facilitated continued collaboration among participants, leading to new research directions, advisorships, and successful NSF-funded proposals.",Researchers and educators in engineering and literacy education.,"The continued collaboration and new research directions primarily benefit researchers and educators, who are considered advantaged groups."
1644976;inc_adv_uni-dir_int_ext-c,1,5,universal,intrinsic,"Create expansive, equity-oriented instructional strategies and models that educators and mentors in formal, informal, and work settings can use to support students' literacy learning in engineering.","Educators and mentors in formal, informal, and work settings, as well as students learning engineering literacy.","The broader impact aims to develop instructional strategies and models that can be used by educators and mentors to support students, which benefits a wide range of individuals involved in education."
1644976;inc_adv_uni-dir_int_ext-c,1,5,universal,intrinsic,Create new interdisciplinary partnerships between participants.,"Conference participants, including university faculty, graduate students, teachers, museum personnel, curriculum writers, and informal educators.","The broader impact focuses on fostering interdisciplinary partnerships among a diverse group of conference participants, which benefits the attendees directly."
1644976;inc_adv_uni-dir_int_ext-c,1,5,universal,intrinsic,"Model activity for exploring literacy, engineering, and social justice at the high school and college level focusing on a local engineering issue.","High school and college students, as well as educators using the model activity.","The broader impact involves creating a model activity that integrates literacy, engineering, and social justice, directly benefiting students and educators."
1644976;inc_adv_uni-dir_int_ext-c,1,5,universal,intrinsic,"Poster session on engineering, literacy, and equity at American Educational Research Association Annual Conference and other workshops and presentations.",Attendees of the American Educational Research Association Annual Conference and other related workshops and presentations.,"The broader impact involves disseminating knowledge through poster sessions and presentations, benefiting attendees of these events."
1644976;inc_adv_uni-dir_int_ext-c,1,5,advantaged,intrinsic,Collaborations that led to successful NSF-funded proposals.,Researchers involved in the new NSF-funded proposals.,"The broader impact involves fostering collaborations that resulted in new NSF-funded proposals, directly benefiting the researchers involved."
1644976;inc_adv_uni-dir_int_ext-c,2,3,universal,intrinsic,"Create expansive, equity-oriented instructional strategies and models that educators and mentors in formal, informal, and work settings can use to support students' literacy learning in engineering.","Educators and mentors in formal, informal, and work settings, as well as students learning engineering literacy.","The broader impact aims to develop instructional strategies and models that can be used to support students' literacy learning in engineering, which can benefit a wide range of educators and students."
1644976;inc_adv_uni-dir_int_ext-c,2,3,universal,intrinsic,Create new interdisciplinary partnerships between participants.,"Conference participants, including university faculty, graduate students, teachers, museum personnel, curriculum writers, and informal educators.",The broader impact focuses on fostering new interdisciplinary partnerships among a diverse group of conference participants.
1644976;inc_adv_uni-dir_int_ext-c,2,3,advantaged,intrinsic,Engendered two collaborations that led to successful NSF-funded proposals.,Researchers involved in the new NSF-funded proposals.,"The broader impact resulted in new NSF-funded proposals, benefiting the researchers involved."
1644976;uni_inc_adv-dir_ext_int-a,1,5,universal,intrinsic,"Create expansive, equity-oriented instructional strategies and models that educators and mentors in formal, informal, and work settings can use to support students' literacy learning in engineering.","Students and educators in formal, informal, and work settings, with a focus on equity.","The broader impact aims to develop instructional strategies that support literacy learning in engineering, benefiting a wide range of students and educators."
1644976;uni_inc_adv-dir_ext_int-a,1,5,universal,intrinsic,Create new interdisciplinary partnerships between participants.,"Conference participants, including university faculty, graduate students, teachers, museum personnel, curriculum writers, and informal educators.",The broader impact focuses on fostering interdisciplinary collaborations among a diverse group of participants.
1644976;uni_inc_adv-dir_ext_int-a,1,5,inclusive,intrinsic,"Model activity for exploring literacy, engineering, and social justice at the high school and college level by focusing on a local engineering issue, controlling the flooding created by San Antonio River watershed.","High school and college students, with a focus on social justice.","The broader impact involves creating a model activity that integrates social justice with engineering education, benefiting students directly."
